CustomerID,Age,Gender,Region,MembershipGrade,MonthlyVisitCount,PurchaseAmount,PurchaseQty,ReviewScore,CouponUsed,PurchaseYN,DaysSinceLastPurchase,SignupDate
CUST0283,48,Female,Seoul,Gold,13.0,298500.0,4,3.3,1,0,2,2022-11-10
CUST0284,43,Male,Daegu,Gold,10.0,213400.0,3,5.0,0,0,4,2019-12-12
CUST0285,26,Male,Gwangju,Gold,8.0,168200.0,3,4.5,0,0,2,2021-09-08
CUST0286,33,Female,Incheon,Bronze,8.0,151600.0,4,3.2,0,0,23,2023-04-08
CUST0287,41,Male,Busan,Silver,10.0,173500.0,3,3.6,1,1,8,2020-08-19
CUST0288,39,Female,Seoul,Silver,8.0,226300.0,4,3.4,1,0,37,2023-03-11
CUST0289,35,Female,Gwangju,Bronze,8.0,99900.0,3,3.2,1,1,17,2019-07-04
CUST0290,37,Male,Gyeonggi,Bronze,9.0,153300.0,5,4.1,1,1,59,2019-06-01
CUST0291,35,Male,Gwangju,Silver,10.0,257700.0,9,3.8,1,1,9,2021-12-25
CUST0292,40,Female,Incheon,Gold,12.0,329300.0,5,5.0,0,0,6,2020-07-13
CUST0293,53,Female,Seoul,Bronze,13.0,289300.0,5,4.6,1,0,27,2025-12-17
CUST0294,19,Male,Seoul,Gold,12.0,158100.0,2,5.0,0,0,0,2021-10-26
CUST0295,36,Female,Busan,Silver,10.0,252300.0,3,4.4,0,0,76,2021-11-04
CUST0296,40,Female,Incheon,Gold,14.0,343200.0,5,3.8,0,1,0,2021-03-27
CUST0297,41,Female,Seoul,Silver,9.0,117700.0,1,4.3,1,1,19,2021-10-20
CUST0298,34,Female,Busan,Silver,16.0,206100.0,6,3.7,1,1,23,2025-04-18
CUST0299,20,Male,Daejeon,Silver,10.0,222500.0,5,5.0,1,1,38,2024-07-13
CUST0300,41,Male,Gyeonggi,VIP,15.0,1195500.0,4,4.6,1,0,8,2020-06-20
CUST0301,56,Female,Gyeonggi,Silver,6.0,189300.0,1,4.1,0,0,18,2020-04-06
CUST0302,22,Male,Seoul,Silver,12.0,202400.0,4,4.0,1,1,6,2019-12-09
CUST0303,47,Female,Daegu,Silver,9.0,268100.0,4,5.0,0,0,3,2020-11-27
CUST0304,35,Female,Gyeonggi,Gold,13.0,187400.0,5,3.2,1,0,31,2023-07-08
CUST0305,37,Male,Daejeon,Bronze,13.0,222500.0,5,5.0,0,1,25,2025-01-21
CUST0306,27,Female,Gyeonggi,Silver,9.0,184000.0,4,3.8,1,1,56,2022-03-27
CUST0307,34,Male,Incheon,Silver,15.0,359400.0,7,3.0,1,1,7,2019-03-17
CUST0308,52,Female,Seoul,VIP,15.0,380500.0,5,3.9,0,1,5,2019-12-09
CUST0309,44,Male,Seoul,Silver,13.0,337600.0,8,2.9,1,1,5,2021-05-24
CUST0310,56,Female,Daegu,Silver,10.0,138800.0,3,4.4,0,1,0,2020-01-24
CUST0311,50,Female,Gyeonggi,VIP,13.0,325700.0,4,3.7,0,0,23,2023-08-16
CUST0312,43,Male,Gyeonggi,Silver,10.0,235400.0,4,4.1,1,1,0,2019-12-04
CUST0313,56,Female,Gwangju,Bronze,9.0,83300.0,2,4.5,0,0,11,2020-07-13
CUST0314,43,Female,Gwangju,Bronze,8.0,54200.0,2,3.4,0,0,13,2022-06-13
CUST0315,47,Female,Daejeon,Bronze,8.0,260600.0,8,3.6,1,1,15,2020-03-06
CUST0316,35,Female,Seoul,Bronze,6.0,115400.0,2,3.0,1,0,78,2021-11-12
CUST0317,39,Female,Incheon,Silver,12.0,185000.0,4,3.7,1,1,0,2020-02-05
CUST0318,31,Male,Daejeon,Gold,17.0,356800.0,8,5.0,1,0,4,2019-12-20
CUST0319,48,Female,Gyeonggi,Gold,12.0,260800.0,3,4.6,1,0,29,2021-03-13
CUST0320,26,Male,Seoul,Bronze,10.0,925400.0,6,3.6,1,0,34,2021-02-21
CUST0321,46,Female,Daegu,Silver,10.0,137300.0,3,3.6,1,0,42,2025-05-13
CUST0322,36,Female,Gyeonggi,Bronze,10.0,286700.0,5,3.8,1,0,30,2025-01-20
CUST0323,50,Male,Incheon,VIP,14.0,397200.0,8,4.4,1,1,8,2022-01-21
CUST0324,46,Male,Gwangju,Bronze,5.0,96400.0,2,3.5,1,0,33,2021-03-05
CUST0325,57,Female,Incheon,Silver,11.0,184100.0,2,4.3,0,0,41,2021-09-13
CUST0326,46,Male,Gyeonggi,Bronze,11.0,235100.0,5,3.2,1,0,35,2023-10-21
CUST0327,21,Female,Gyeonggi,Silver,,178100.0,5,3.3,1,0,3,2021-03-17
CUST0328,37,Male,Gyeonggi,Silver,5.0,158100.0,4,4.2,0,0,12,2024-08-07
CUST0329,26,Female,Seoul,Gold,15.0,238600.0,4,3.4,1,1,4,2025-05-24
CUST0330,33,Male,Daegu,Bronze,5.0,100500.0,2,4.3,0,0,48,2021-06-06
CUST0331,54,Male,Daegu,VIP,16.0,296400.0,5,4.3,1,1,17,2019-05-28
CUST0332,45,Female,Gyeonggi,Silver,,185000.0,4,2.8,0,0,8,2019-11-20
CUST0333,31,Female,Gyeonggi,Gold,9.0,258600.0,2,4.2,0,0,4,2025-07-10
CUST0334,27,Male,Daejeon,Gold,14.0,319000.0,7,3.0,1,0,2,2021-07-06
CUST0335,38,Male,Seoul,VIP,18.0,379200.0,5,4.8,1,1,28,2021-11-26
CUST0336,25,Female,Gyeonggi,Bronze,3.0,15000.0,2,,0,0,12,2023-08-15
CUST0337,31,Female,Gyeonggi,Bronze,8.0,104400.0,1,5.0,0,1,19,2025-02-23
CUST0338,41,Male,Busan,Bronze,7.0,143400.0,1,4.5,1,1,8,2021-03-24
CUST0339,50,Female,Seoul,Bronze,7.0,136700.0,2,3.1,0,0,5,2021-05-02
CUST0340,44,Female,Busan,Silver,10.0,93500.0,2,2.6,0,0,0,2025-02-20
CUST0341,19,Female,Gyeonggi,VIP,18.0,383700.0,6,3.8,0,1,10,2019-09-10
CUST0342,41,Female,Incheon,VIP,18.0,408900.0,7,3.5,1,1,12,2024-06-26
CUST0343,39,Female,Seoul,Silver,12.0,297400.0,5,5.0,0,1,53,2022-01-07
CUST0344,42,Male,Gyeonggi,Silver,10.0,156500.0,2,4.0,0,0,10,2019-05-01
CUST0345,55,Female,Gyeonggi,Gold,16.0,258800.0,8,4.7,1,1,4,2020-10-19
CUST0346,19,Female,Seoul,VIP,18.0,321600.0,5,4.1,0,1,21,2023-11-16
CUST0347,32,Female,Seoul,Bronze,10.0,149900.0,4,3.7,1,1,1,2024-12-16
CUST0348,44,Male,Seoul,Silver,13.0,286900.0,5,3.9,0,0,64,2020-12-08
CUST0349,21,Male,Gyeonggi,Gold,13.0,166900.0,5,4.8,1,1,46,2023-08-14
CUST0350,53,Female,Seoul,Bronze,5.0,84700.0,2,4.0,0,1,35,2025-12-27
CUST0351,42,Male,Gwangju,Silver,7.0,213400.0,2,3.3,1,0,57,2023-12-22
CUST0352,47,Female,Gyeonggi,VIP,17.0,369800.0,6,5.0,1,0,13,2023-08-28
CUST0353,32,Male,Daegu,VIP,14.0,339600.0,4,4.2,0,0,39,2020-05-10
CUST0354,47,Female,Gwangju,VIP,13.0,209000.0,3,4.1,0,1,14,2023-12-25
CUST0355,49,Female,Seoul,Gold,11.0,181700.0,5,2.3,0,1,115,2023-05-11
CUST0356,40,Male,Busan,Bronze,9.0,213900.0,2,4.2,0,0,17,2019-02-27
CUST0357,40,Male,Daejeon,Bronze,8.0,186800.0,5,3.9,1,0,19,2021-02-25
CUST0358,41,Female,Incheon,Silver,13.0,267300.0,5,4.0,1,1,16,2025-07-05
CUST0359,29,Female,Gyeonggi,Silver,4.0,62000.0,2,3.7,0,0,29,2025-01-28
CUST0360,36,Male,Gyeonggi,Silver,10.0,218200.0,4,3.6,1,0,79,2020-02-18
CUST0361,36,Female,Seoul,Silver,10.0,147400.0,3,3.7,0,1,3,2024-03-22
CUST0362,42,Female,Gyeonggi,Silver,12.0,,6,4.3,1,1,4,2022-07-17
CUST0363,48,Male,Gwangju,Gold,10.0,312100.0,1,4.5,1,1,16,2023-06-07
CUST0364,27,Male,Gwangju,Bronze,10.0,204800.0,3,3.6,1,1,17,2022-07-28
CUST0365,37,Male,Seoul,Bronze,9.0,168300.0,5,4.4,1,1,10,2025-07-04
CUST0366,54,Male,Busan,Bronze,12.0,96100.0,3,3.7,0,1,3,2022-12-23
CUST0367,30,Male,Gyeonggi,Bronze,9.0,94300.0,3,3.5,0,0,33,2023-03-06
CUST0368,29,Male,Daejeon,Gold,12.0,315300.0,4,4.2,0,1,6,2023-06-22
CUST0369,40,Female,Seoul,Silver,11.0,755900.0,3,3.1,1,1,35,2022-08-12
CUST0370,47,Male,Gwangju,Bronze,7.0,124400.0,3,4.0,0,1,99,2025-04-07
CUST0371,38,Female,Daegu,Gold,11.0,306500.0,7,3.1,1,1,55,2020-03-07
CUST0372,52,Male,Seoul,Silver,16.0,351300.0,4,3.3,1,1,5,2025-01-09
CUST0373,47,Male,Seoul,Bronze,4.0,71100.0,1,2.5,0,0,14,2023-04-26
CUST0374,47,Female,Daegu,Bronze,10.0,172000.0,4,3.7,0,1,9,2025-04-22
CUST0375,44,Female,Seoul,Bronze,8.0,185500.0,5,4.8,1,0,30,2021-03-19
CUST0376,62,Male,Gyeonggi,Silver,6.0,96100.0,1,3.9,0,0,38,2022-04-18
CUST0377,36,Male,Daejeon,Bronze,5.0,79400.0,2,4.2,0,0,7,2019-09-12
CUST0378,19,Male,Incheon,Bronze,6.0,174800.0,5,5.0,1,0,16,2025-10-26
CUST0379,55,Female,Gyeonggi,Bronze,12.0,244800.0,6,4.1,0,0,47,2024-07-08
CUST0380,33,Male,Gyeonggi,Silver,8.0,301500.0,6,3.5,1,0,19,2021-01-27
CUST0381,39,Male,Seoul,Bronze,4.0,97900.0,1,3.4,0,0,28,2019-09-11
CUST0382,52,Male,Gwangju,Gold,12.0,316800.0,5,4.1,1,1,6,2023-02-10
CUST0383,21,Female,Gyeonggi,Bronze,5.0,47000.0,1,3.4,0,0,18,2023-01-14
CUST0384,25,Female,Seoul,Silver,8.0,245600.0,7,3.6,1,0,26,2022-07-21
CUST0385,21,Female,Gyeonggi,Silver,11.0,184600.0,3,4.6,1,0,29,2020-06-20
CUST0386,30,Female,Gwangju,Silver,7.0,158600.0,1,4.6,1,0,46,2025-04-22
CUST0387,43,Male,Seoul,Bronze,7.0,233400.0,8,2.7,1,0,4,2022-12-03
CUST0388,44,Male,Daejeon,Gold,14.0,277100.0,4,3.6,0,1,23,2024-02-05
CUST0389,41,Male,Busan,Gold,11.0,322600.0,2,3.8,1,1,18,2025-01-24
CUST0390,23,Female,Daegu,Bronze,16.0,324000.0,4,4.2,0,1,3,2022-08-28
CUST0391,19,Female,Gwangju,Bronze,7.0,725200.0,2,4.5,0,0,17,2019-06-04
CUST0392,39,Female,Daejeon,VIP,16.0,347600.0,3,5.0,0,0,15,2025-10-26
CUST0393,33,Female,Gwangju,Silver,10.0,246600.0,1,3.7,0,1,3,2023-01-08
CUST0394,43,Female,Seoul,Bronze,9.0,150600.0,7,3.5,0,1,9,2025-06-28
CUST0395,45,Female,Daegu,Bronze,7.0,209100.0,4,4.2,0,0,59,2023-02-28
CUST0396,39,Male,Gyeonggi,Silver,10.0,172400.0,4,3.5,1,0,47,2025-01-18
CUST0397,46,Male,Gyeonggi,Gold,13.0,227300.0,3,4.0,0,1,33,2025-06-06
CUST0398,40,Male,Daejeon,Silver,11.0,220100.0,2,3.7,0,1,9,2020-09-23
CUST0399,44,Female,Gwangju,VIP,18.0,415300.0,5,2.6,0,1,14,2020-02-03
CUST0400,31,Male,Busan,Silver,12.0,183500.0,4,4.0,0,0,71,2020-11-10
CUST0401,36,Female,Gyeonggi,Bronze,12.0,181000.0,3,3.7,0,0,54,2024-07-18
CUST0402,40,Female,Gyeonggi,Silver,9.0,187100.0,3,4.8,0,0,39,2020-06-02
CUST0403,47,Female,Gyeonggi,Silver,9.0,216700.0,6,4.0,1,0,9,2022-12-12
CUST0404,34,Male,Gyeonggi,Bronze,7.0,175900.0,3,3.0,0,0,6,2024-04-23
CUST0405,43,Male,Gyeonggi,Bronze,9.0,286300.0,1,3.6,0,0,4,2022-03-03
CUST0406,35,Male,Seoul,Silver,9.0,189100.0,2,2.6,0,0,1,2019-10-11
CUST0407,37,Female,Seoul,Gold,17.0,334600.0,8,3.3,1,1,17,2021-02-01
CUST0408,47,Female,Daegu,Bronze,12.0,171000.0,5,4.2,0,1,19,2019-11-19
CUST0409,19,Female,Gyeonggi,Silver,7.0,151300.0,3,3.8,1,0,63,2021-10-03
CUST0410,24,Male,Gwangju,Silver,10.0,133000.0,1,4.6,0,1,21,2024-12-08
CUST0411,22,Male,Incheon,Silver,6.0,183600.0,4,2.7,1,0,9,2022-06-15
CUST0412,19,Male,Seoul,Gold,10.0,232500.0,3,4.0,0,0,33,2023-08-07
CUST0413,31,Female,Seoul,Gold,12.0,249000.0,5,3.8,1,1,6,2019-11-07
CUST0414,46,Female,Seoul,Gold,5.0,211400.0,1,4.7,0,1,54,2024-02-24
CUST0415,35,Male,Gwangju,Bronze,11.0,177600.0,4,4.2,1,1,1,2021-04-22
CUST0416,40,Female,Seoul,Silver,9.0,166500.0,2,4.4,0,0,6,2021-06-03
CUST0417,49,Male,Gyeonggi,Silver,10.0,210800.0,2,5.0,0,0,89,2023-08-25
CUST0418,52,Female,Gwangju,Bronze,7.0,154500.0,1,3.6,0,0,11,2019-09-14
CUST0419,37,Male,Gwangju,Bronze,4.0,156200.0,3,4.7,0,0,8,2022-12-05
CUST0420,52,Male,Seoul,Bronze,8.0,212000.0,6,3.1,1,1,8,2021-06-26
CUST0421,39,Female,Seoul,Silver,13.0,330100.0,7,3.3,1,1,10,2020-03-10
CUST0422,29,Male,Seoul,Silver,13.0,223600.0,4,4.4,1,1,6,2025-03-10
CUST0423,32,Male,Seoul,Bronze,7.0,167100.0,2,2.8,0,0,30,2021-10-05
CUST0424,22,Male,Seoul,Gold,12.0,329500.0,7,4.5,1,1,17,2019-06-25
CUST0425,29,Male,Incheon,VIP,10.0,345500.0,6,4.4,1,1,25,2022-08-09
CUST0426,34,Female,Daejeon,Bronze,11.0,126900.0,3,4.5,1,1,23,2025-07-17
CUST0427,46,Female,Gyeonggi,VIP,16.0,288900.0,4,4.3,0,1,0,2023-10-07
CUST0428,56,Female,Incheon,Bronze,13.0,249600.0,3,3.8,0,1,5,2023-03-26
CUST0429,23,Male,Seoul,VIP,12.0,165600.0,4,4.7,0,1,44,2025-03-23
CUST0430,42,Female,Daegu,VIP,17.0,367200.0,4,3.9,1,1,47,2019-09-15
CUST0431,27,Male,Incheon,Bronze,5.0,,4,3.3,0,1,21,2022-06-10
CUST0432,43,Male,Daejeon,Gold,10.0,189300.0,3,4.4,0,1,10,2021-10-19
CUST0433,37,Male,Gwangju,VIP,13.0,289900.0,5,4.3,1,1,12,2023-02-14
CUST0434,19,Female,Gyeonggi,VIP,16.0,288900.0,4,4.1,1,1,12,2024-04-27
CUST0435,48,Female,Seoul,VIP,14.0,287100.0,4,4.3,1,1,55,2019-12-19
CUST0436,32,Female,Seoul,Silver,7.0,148800.0,4,5.0,0,1,2,2020-11-01
CUST0437,32,Female,Gyeonggi,Bronze,11.0,172800.0,4,3.5,0,0,20,2025-01-24
CUST0438,27,Female,Gwangju,Gold,13.0,227000.0,3,3.8,1,1,9,2022-10-06
CUST0439,31,Female,Gyeonggi,Silver,6.0,134100.0,3,2.9,0,1,50,2021-01-09
CUST0440,42,Female,Daegu,Silver,13.0,232600.0,4,3.9,0,0,27,2020-02-13
CUST0441,36,Male,Gyeonggi,Silver,8.0,237700.0,2,4.4,0,0,13,2021-11-06
CUST0442,41,Male,Seoul,Silver,14.0,240400.0,4,4.5,0,0,28,2019-02-27
CUST0443,42,Male,Gyeonggi,Bronze,7.0,138500.0,1,3.9,1,0,88,2020-04-28
CUST0444,52,Female,Busan,Gold,16.0,264300.0,3,4.7,0,1,8,2020-02-05
CUST0445,34,Female,Busan,Bronze,13.0,220200.0,5,4.3,1,1,23,2019-08-09
CUST0446,22,Female,Gyeonggi,Gold,13.0,220900.0,6,4.8,1,1,60,2025-01-11
CUST0447,49,Male,Seoul,Gold,10.0,154500.0,3,4.8,1,0,35,2024-04-19
CUST0448,35,Female,Busan,Silver,12.0,181300.0,4,5.0,0,0,2,2025-04-17
CUST0449,50,Male,Seoul,Silver,8.0,196700.0,4,3.8,1,1,34,2020-08-19
CUST0450,42,Male,Gwangju,Bronze,15.0,326700.0,6,2.9,1,1,22,2021-06-01
CUST0451,37,Male,Seoul,VIP,18.0,295500.0,5,4.7,1,1,44,2020-03-15
CUST0452,42,Male,Seoul,Gold,11.0,244400.0,6,4.6,1,1,14,2022-06-06
CUST0453,58,Female,Gyeonggi,Silver,12.0,181600.0,4,5.0,1,1,15,2020-06-07
CUST0454,60,Male,Gyeonggi,Bronze,10.0,166400.0,3,4.6,0,0,35,2020-05-22
CUST0455,39,Female,Gyeonggi,Bronze,8.0,216200.0,4,5.0,1,0,8,2025-07-04
CUST0456,40,Male,Gyeonggi,Silver,11.0,173200.0,1,4.4,1,0,18,2021-04-01
CUST0457,49,Male,Gwangju,VIP,12.0,263500.0,3,4.5,0,1,48,2024-05-14
CUST0458,29,Female,Gyeonggi,Gold,12.0,288100.0,2,3.2,0,1,2,2020-10-21
CUST0459,41,Male,Gyeonggi,Bronze,9.0,161200.0,1,4.0,0,0,23,2025-04-15
CUST0460,38,Female,Gyeonggi,Gold,10.0,188600.0,3,3.8,1,0,83,2023-04-05
CUST0461,41,Female,Seoul,Silver,11.0,214700.0,3,4.1,0,1,18,2025-02-22
CUST0462,29,Female,Incheon,Gold,14.0,224200.0,2,4.2,1,0,32,2022-09-11
CUST0463,21,Male,Seoul,Bronze,7.0,134700.0,1,4.1,0,1,69,2025-09-20
CUST0464,19,Male,Incheon,Silver,13.0,254600.0,3,3.9,0,1,9,2021-09-06
CUST0465,26,Female,Seoul,VIP,16.0,258100.0,3,5.0,0,1,1,2022-03-26
CUST0466,33,Male,Gwangju,Bronze,9.0,156400.0,1,2.0,1,1,0,2019-06-08
CUST0467,35,Male,Gyeonggi,Gold,14.0,247100.0,2,4.2,0,1,8,2020-04-28
CUST0468,58,Male,Daejeon,VIP,12.0,283900.0,2,5.0,1,1,94,2024-10-11
CUST0469,50,Female,Gyeonggi,Bronze,6.0,203900.0,6,5.0,1,1,13,2021-05-21
CUST0470,28,Female,Seoul,Bronze,6.0,154600.0,3,4.3,1,0,67,2019-05-15
CUST0471,42,Female,Daegu,Gold,11.0,201800.0,2,5.0,0,1,8,2021-06-03
CUST0472,34,Female,Incheon,Bronze,9.0,234200.0,5,3.9,1,1,31,2021-10-03
CUST0473,35,Male,Daegu,Bronze,8.0,145800.0,5,3.8,1,0,1,2024-09-12
CUST0474,40,Female,Gyeonggi,Silver,16.0,238000.0,5,4.3,0,1,18,2019-10-06
CUST0475,45,Male,Incheon,Gold,10.0,113800.0,6,4.1,0,0,14,2019-06-18
CUST0476,34,Female,Daejeon,Bronze,8.0,168100.0,4,3.3,1,0,1,2024-10-04
CUST0477,49,Male,Incheon,Bronze,10.0,131500.0,2,3.5,0,1,39,2019-11-17
CUST0478,26,Female,Gyeonggi,Gold,12.0,255200.0,3,3.4,0,0,17,2021-07-06
CUST0479,38,Male,Busan,Silver,9.0,95700.0,2,4.3,1,1,5,2023-09-06
CUST0480,65,Male,Busan,Gold,10.0,239300.0,7,4.1,1,1,22,2022-11-11
CUST0481,40,Male,Gwangju,Silver,8.0,167300.0,1,3.7,0,1,28,2019-11-17
CUST0482,53,Male,Gyeonggi,VIP,10.0,220200.0,5,4.0,0,1,6,2024-04-12
CUST0483,39,Male,Gyeonggi,Silver,11.0,266700.0,6,4.3,1,1,4,2019-09-10
CUST0484,44,Female,Daegu,Bronze,8.0,140600.0,4,4.3,0,0,22,2020-06-10
CUST0485,37,Male,Gyeonggi,Gold,10.0,223600.0,4,3.4,0,1,41,2019-02-10
CUST0486,36,Female,Busan,Silver,6.0,200500.0,5,3.1,1,0,41,2022-05-12
CUST0487,30,Male,Gyeonggi,Bronze,6.0,167500.0,3,4.4,0,0,18,2023-12-24
CUST0488,43,Female,Seoul,Bronze,8.0,151900.0,2,2.9,1,1,15,2023-12-17
CUST0489,29,Male,Busan,Gold,9.0,155300.0,2,4.5,0,1,19,2019-10-12
CUST0490,45,Female,Seoul,Bronze,10.0,153800.0,2,4.9,1,1,1,2021-12-21
CUST0491,49,Female,Seoul,Bronze,9.0,198800.0,3,4.9,1,0,27,2020-07-15
CUST0492,42,Female,Incheon,Bronze,4.0,135600.0,9,4.3,1,1,34,2021-10-27
CUST0493,35,Female,Busan,Silver,6.0,179500.0,6,4.4,1,1,63,2020-02-16
CUST0494,43,Male,Daejeon,Silver,11.0,237800.0,7,5.0,0,1,112,2024-04-07
CUST0495,35,Male,Seoul,Silver,7.0,149200.0,2,2.4,1,0,11,2024-03-16
CUST0496,48,Female,Seoul,Bronze,12.0,148600.0,2,3.5,0,0,8,2024-12-22
CUST0497,19,Female,Gwangju,Bronze,6.0,38200.0,2,4.4,0,0,16,2020-08-06
CUST0498,34,Male,Seoul,Silver,16.0,310900.0,4,3.7,1,1,5,2019-12-06
CUST0499,19,Male,Seoul,Silver,11.0,248500.0,3,4.8,0,1,4,2019-05-17
CUST0500,22,Female,Gyeonggi,Silver,14.0,223200.0,7,3.9,1,1,14,2024-05-25
